"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
324,31 Aug 2022 00:58:49.814,31 Aug 2022 01:03:22.576,272.762
325,31 Aug 2022 02:32:13.647,31 Aug 2022 02:40:00.638,466.990
326,31 Aug 2022 14:06:27.258,31 Aug 2022 14:14:21.009,473.751
327,31 Aug 2022 15:43:27.520,31 Aug 2022 15:47:13.746,226.226
328,1 Sep 2022 00:55:34.522,1 Sep 2022 01:00:04.245,269.723
329,1 Sep 2022 02:28:56.226,1 Sep 2022 02:36:43.780,467.555
330,1 Sep 2022 14:03:10.349,1 Sep 2022 14:11:03.673,473.324
331,1 Sep 2022 15:40:08.804,1 Sep 2022 15:43:58.869,230.065
332,2 Sep 2022 00:52:19.252,2 Sep 2022 00:56:45.883,266.631
333,2 Sep 2022 02:25:38.811,2 Sep 2022 02:33:26.919,468.108
334,2 Sep 2022 13:59:53.444,2 Sep 2022 14:07:46.330,472.886
335,2 Sep 2022 15:36:50.126,2 Sep 2022 15:40:43.951,233.824
336,3 Sep 2022 00:49:04.013,3 Sep 2022 00:53:27.499,263.486
337,3 Sep 2022 02:22:21.403,3 Sep 2022 02:30:10.053,468.650
338,3 Sep 2022 13:56:36.543,3 Sep 2022 14:04:28.980,472.437
339,3 Sep 2022 15:33:31.486,3 Sep 2022 15:37:28.993,237.507
340,4 Sep 2022 00:45:48.803,4 Sep 2022 00:50:09.088,260.285
341,4 Sep 2022 02:19:04.001,4 Sep 2022 02:26:53.183,469.181
342,4 Sep 2022 13:53:19.646,4 Sep 2022 14:01:11.624,471.978
343,4 Sep 2022 15:30:12.880,4 Sep 2022 15:34:13.994,241.114
344,5 Sep 2022 00:42:33.622,5 Sep 2022 00:46:50.652,257.030
345,5 Sep 2022 02:15:46.607,5 Sep 2022 02:23:36.309,469.702
